professor_name,review_text
Xuhui Chen,"This professor is disorganized, with unclear lectures and inconsistent grading. Questions get vague or dismissive answers, and deadlines constantly change. There's little feedback or support, and they seem uninterested in teaching. If you need clarity or help, don't expect much. Avoid this class if possible."
Xuhui Chen,"The professor is very understanding and worked closely with students to get an idea of everyone's individual needs. She takes suggestions from students on creating extra credit, and offers good advice if you reach out! As for coursework, it's Java heavy, but doing the projects will help in solidifying programming skills. Definitely recommend!"
Xuhui Chen,"Professor Chen is kind, supportive, and always open to feedback. She provides clear instructions for projects, offers extra credit opportunities, and publish all course materials on Canvas. If you have any concerns, don't hesitate to reach out, she will try to accommodate."
Xuhui Chen,Tracy is a good professor. She is new to the school but loves the work she teaches. Seriously get to know your professors once class is over. She can provide amazing feedback on work and grades very leniently. Though be sure to communicate if you have issues. She also loves Dragon Ball SPARKING! Zero. A+
Xuhui Chen,Not great. She is new to SF State. For older reviews see her RMP from kent state.
E. Wes Bethel,"A really fantastic professor, and a man with a lot of integrity. He is very knowledgeable, yet also very down-to-earth. I get the idea that he has had a really full career, and is only at SFSU out of a genuine desire to help students find their footing in the CS world. An essential resource for the department. For 746, be prepared to write a lot."
E. Wes Bethel,"746 was my favorite CS course! It covered key concepts in memory latency, CPU/GPU parallelism, and technical writing. Dr. Bethel's lectures were fast, clear, and insightful. Homeworks involved coding, analysis, and papers in latex (don't worry, you will get detailed guidelines). Great feedback, no exams, generous grading. ~8&#8211;10 hrs/week."
E. Wes Bethel,"Dr. Bethel is an inspiration to students. His classes develop the skills it takes to succeed, both the hard knowledge and the soft skills, such as technical writing."
E. Wes Bethel,"Great professor, makes lectures interesting and easy for students to take the class. Work comes in the form of working on a 3rd-party application called Perlmutter, which was pretty fun to use. All quizzes allowed cheat sheets so its clear he wanted to make the class to enrich students and not stress them out with a hard elective. Take this course!"
E. Wes Bethel,"One of the best professors I had at SFSU, this class got me an internship and opened many doors. One of the most interesting classes, Prof. Bethel helped a lot both during and outside of class, offering career guidance and general support. I developed an interest in computer architecture because of this class, which I initially found intimidating."
E. Wes Bethel,"Prof. Bethel is a rare find at SFSU. His background in scientific computing gives him extensive knowledge in research and computer science. He is dedicated to passing on his knowledge and providing practical, hands-on experience. His passionate and engaging lectures make him an invaluable resource. Don't miss his classes!"
E. Wes Bethel,"The professor was ok, but if you are not interested in calculating caches, memory, runtime and so on, switch to another class."
E. Wes Bethel,"This is a review for his CSC 647 Quantum Computing class. Material is difficult to grasp at first, but it's presented in a decently engaging way. Homework is ""easy"" if you go over the lectures. Professor will post job and internship opportunities for Quantum Computing. Definitely not easy, but still a great class. I highly recommend."
E. Wes Bethel,I highly recommend professor bethel. It started with 2 coding projects and ended with 3-4 analysis projects and for each analysis project there are 3-4 questions. Just do the homeworks and you will be pass with a good grade.
E. Wes Bethel,Professor is caring and easy going. Everyday he makes lectures interesting and comes in with a very friendly attitude. Often he ends class early and allows for questions and help. He says reading is required but I found that most points came from doing homework and reviewing lecture slides which translates into quizzes and exams.
Will Devault,"Mr. DeVault was really nice and if you asked for help he would give it, but he was not very clear at times and would claim he assigned things when he never did. He is not very organized. He's fun to listen to, but the fact that he was not very clear sometimes was not helpful"
Will Devault,"Very willing to help, easy class, overall great teacher, save for that he is very absent minded and over three months, he forgot everything from the key to the class, to the essay which he assigned. He also delayed much of the work till the last few weeks of the class, though that may have been because it was his first time on the quarter system."
Will Devault,He was very helpful and funny. The class and especially his office hours really helped my writing. I think he wore the same shirt for the whole semester.
Will Devault,"He is a great professor! Young, funny, and passionate. I highly recommend to take DeVault for ENG 414."
Will Devault,Young and passionate. Really tried to help his students learn. I strongly recommend this teacher. Wish he would teach ENG 410 :-(
William Hsu,He is not helpful at all.
William Hsu,"Took him for CSC 256 prior. Nice guy, gives decent feedback. Homework is few and far between, more on paying attention in class. Lectures slides don't have much, but lectures are recorded to help study. Quizzes and tests are very similar to previous semesters, so that helps. If you need a class to fill out an elective, consider this for a bit."
William Hsu,"The content of this course is kind of dry but Dr.Hsu does his best to provide motivation. He is a very easy grader, if you pay attention to lecture and study for tests, you will do great. Most students that do poorly here either don't go to lecture or sit in the back and play on their phones. Homework is easy and practice tests are always provided."
William Hsu,"This is not an intro class, take literally any other professor. He was insensitive and expected everyone to have background knowledge on computer programming before taking this intro class. Midterms and final were nothing like any assignments we ever did in class."
William Hsu,"Very helpful and definitely would answer any questions you have. Projects got very hard halfway through the semester, but it's all based on lectures he gave so it's like a combo of everything you learned. Tests were pretty hard, but professor allows open notes for a part of it. You really need to take the time to code by yourself outside of class."
William Hsu,"Nice person but class felt disorganized Lectures are long and it's personally hard to pay attention, and not paying attention means you fumble that assignment/quiz/midterm/final, which are all in-person Good feedback though and all material is similar to previous semesters, which he reviews, so pay attention for those"
William Hsu,"He's an overall good teacher he really wants you to learn and will even spend more time in class explaining projects. The projects are cumulative so if you want to pass pay attention from the beginning and make sure to understand concepts. Start on projects early, I barely knew how to code and did well so this should be a breeze for coders."
William Hsu,"The content starts off easy and nice but will definitely get harder. I did every single assignment and project however the exams were way more difficult and he would mark off points by a lot for mistakes. Study the old exams given for practice and stay on top of your work, dont be scared to ask dumb questions. I asked a lot..."
William Hsu,"He has the worst personality of any professor I've ever had in my life. Nonchalantly and with seriousness, told a student to switch majors because they didn't understand a certain concept. Absolute nightmare to interact with. Suggestion: don't interact with him unless absolutely necessary, self-study your behind off and just focus on passing."
William Hsu,"Although his exams are similar to ones from the past, they're still difficult and you'll have to work hard to pass. Nevertheless, previous exams are very helpful. He's a little hard to approach but very understanding at times. Holds review sessions and encourages you to go to office hours. MAKE TIME FOR THE LABS."
Yuki Goto,"A lot of information! Look like you study Japanese History! Even you are closed to the answer of his question but not the same like his answer - you are wrong! Hard grader and not clear grading! 10Qs with 5points, each Q has multiple parts(a,b,c) wrong one part deduct -1 point. :>>>"
Yuki Goto,"What a great class! Professor Goto's knowledge and experience on Noh, Kyogen, Bunraku and Kabuki is top-notch. Weekly homework and reading assignment can be a challenge, but I learned so much about traditional Japanese theatre. It expanded my horizons. I also appreciated detailed lecture notes and videos available on CANVAS, following each session."
Yuki Goto,very boring class and a lot of reading article for HW!! He assumes everyone like him to understand and know everything about Japan (Noh performace). Not accept any incorrect answer or few mistake - will always deduct your points without reason! :>
Yuki Goto,"Average professor, very lecture heavy, as long as you do the work you should be fine."
Yuki Goto,"Goto-Sensei is a treat, and he made sure our transition into pandemic-online learning was smooth. He had us create characters. We did our own best Robot, then floating, and miming. Love this guy!"
Yuki Goto,"Yuki is such an amazing professor. He really encourages you to embrace your creativity. I felt 110% comfortable with him and he knows exactly what he is talking about. He is extremely patient and this class was my absolute favorite! Make sure to show up for class, attendance is extremely important!"
Yuki Goto,His actor-training program based on the &quot;Suzuki Method&quot; of Japan--Noh and Kabuki--is simply mind-blowing! Don't miss it if you ever get a chance to work with this incredible teacher.
Yuki Goto,"Very good teacher! He is so enthusiastic about the material that he teaches. Dood..he has a ph.D in theater, he's soo good!"
Yuki Goto,"This is a really good teacher. He gets off topic a lot, but the things he talks about when he is off topic is really interesting. He also some how makes the theater history interesting."
Yuki Goto,"I LUV YUKI!! He is thee coolest teacher so far at SFSU! Funny&#63; Yes! He will keep you rolling. He's always cracking on some off- beat subject. Japanese Theatre is a great class. I'm only a THA minor, but he makes the class interactive and fun! Trust me ---take his class!"
